ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,"Joined
Format:",Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted ,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,,,,,Teacher's Remarks,Reviewer,Review,Reviewer's Remarks
46-584,5/1/00 6:04,https://twitter.com/KenesuMiko/status/771382112385572864,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@KenesuMiko,Kenesu Miko,,Anonymous,10-Aug,10,5,,"Sila Victor Corpus at Joma Sison and NINOY ang may pakana ng PLAZA MIRANDA BOMBING..
Para isisi kay MARCOS at... fb.me/4rvzfbJRU",,"Text, URL",9/2/16 12:20,,Emotional,0,0,0,0,,,"Aquino was not present at the event as he was allegedly at a birthday party with Sen. Doy Laurel and his family in a nearby restaurant. But there’s no concrete evidence proving that his absence meant he was among those who planned the violent attack. Until now, without any substantial basis, claims that Aquino was one of the plotters are merely unfounded rumors and not a historical fact. He was never linked to any concrete evidence or definite report or tagged by a witness. 
[https://factsfirstph-partners.rappler.com/4127/fact-check-jay-sonza-claims-ninoy-aquino-mastermind-plaza-miranda-bombing/]","Broken link to URL (Facebook poster deleted/deactivated)
Blank Bio
Blank Location",,,,,,,Noble-Reindeer,"Mislabeled, incorrect format","Timestamp:
minor error: year is missing and was set to ""00""

Date Posted:
date should be before month (""02/09/16"", not ""09/02/16"")

Content Type:
should be rational

Account Type:
potentially identified? though not sure about this "
46-585,6/1/00 6:04,https://twitter.com/ementriboychoi/status/770958064266645504,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@ementriboychoi,Anya Tadiwan,"I loved you at your darkest.
-Romans",Identified,15-Apr,43,85,Tarlac,I'm not sure with this but Cojuangco actually killed Ninoy. Ninoy was the leader of NPA  Marcos warned him. The... http://fb.me/7FKkCriSy,,"Text, URL",31/08/16 20:15,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",External link shows full message posted in Facebook,,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
46-586,7/1/00 6:04,https://twitter.com/iammarkgarcia_/status/767227506378346497,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@iammarkgarcia_,Mark Garcia,Website Developer | IT Consultant ♊️,Identified,9-Sep,1167,5759,Republic of the Philippines,"Pwe! Ninoy Aquino is not a HERO! He's just an ex-senator. He died for his ambition, he was a COMMUNIST... http://fb.me/1sNNl6822",,"Text, URL",21/08/16 13:11,,Emotional,7,0,3,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Broken link to URL (Facebook post of Mark Garcia that is deleted/deactivated),,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
46-587,8/1/00 6:04,https://twitter.com/jbrsamonte/status/767199278204944384,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@jbrsamonte,JB,Tech guy 👾👾,Identified,9-Sep,132,304,"Vancouver, Canada","Really don't get it why we are celebrating Ninoy Aquino Day? Technically he was part of the communist party, shot by who ever shot him",,Text,21/08/16 11:18,,Emotional,0,0,1,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
46-588,9/1/00 6:04,https://twitter.com/ace_on_airrr/status/767195463262965760,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@ace_on_airrr,acelarz,"If there's a moment when it's perfect, we’ll carve our names as the sun goes down. | 🇮🇹👨🏾‍✈️✈️ 🏍 🎧",Identified,10-Apr,187,212,,Ninoy Aquino was a COMMUNIST. He died due to his selfish ambition. Deal with that.,,Text,21/08/16 11:03,,Emotional,11,1,4,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Blank Location,,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
46-589,10/1/00 6:04,https://twitter.com/thebossEFRAIM/status/765186964857335808,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@thebossEFRAIM,Efraim Melgo Rafols,"Tall, dark but nevermind

Funny but Serious.",Identified,14-Jun,271,31,,"Si Ninoy Aquino ang dahilan kung bakit may Martial Law PERIOD
Si Ninoy may pakana ng CPP NPA at mga Liberation Fronts.",,Text,15/08/16 22:02,,Rational,0,0,0,0,,,"Former senator Benigno “Ninoy” Aquino Jr. was not the reason the late strongman Ferdinand Marcos declared martial law. Marcos’ Proclamation 1081, signed Sept. 21, 1972, placed the Philippines under martial law, citing “rebellion and lawlessness in the country” due to the operations of the “radical left,” that is, the Communist Party of the Philippines and its armed wing, the New People’s Army.
[https://verafiles.org/articles/vera-files-fact-check-report-claiming-ninoy-aquino-reason-ma]",Blank Location,,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
46-590,11/1/00 6:04,https://twitter.com/iam_joshua_bc17/status/744473845457838080,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@iam_joshua_bc17,Joshua Cariño,"Software Engineer, computer geek,♥s K-Pop&Country Music. :D ^^. Fav. artists, #TWICE #AOA #SNSD #TARA #EXO #BIGBANG #Blackpink #BlakeShelton",Identified,11-Aug,2099,2338,"Imus, Calabarzon",AFAIK Ninoy had been a traitor for this country and even teamed up with thw communist to overthrow the current... http://fb.me/880TtANaG,,"Text, URL",19/06/16 18:16,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]

The charges against Aquino for which he was convicted in 1977 were for illegal possession of firearms, murder, and violations of the Anti-Subversion Act. Treason was not included. [https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-found-guilty-treason/]",Broken link to URL,,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
46-591,12/1/00 6:04,https://twitter.com/saylothe/status/735703202775990272,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@saylothe,T Z シ,Forever Thamara and Zach. #ThamZach 🥀,Anonymous,11-Jan,30,1256,Philippines,Wala namang Martial Law if it weren't for Ninoy Aquino. A traitor and a communist! #WEVOTEDBBM,,Text,26/05/16 13:24,,Emotional,3,0,0,0,,,"Former senator Benigno “Ninoy” Aquino Jr. was not the reason the late strongman Ferdinand Marcos declared martial law. Marcos’ Proclamation 1081, signed Sept. 21, 1972, placed the Philippines under martial law, citing “rebellion and lawlessness in the country” due to the operations of the “radical left,” that is, the Communist Party of the Philippines and its armed wing, the New People’s Army.
[https://verafiles.org/articles/vera-files-fact-check-report-claiming-ninoy-aquino-reason-ma]

The charges against Aquino for which he was convicted in 1977 were for illegal possession of firearms, murder, and violations of the Anti-Subversion Act. Treason was not included. 
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-found-guilty-treason/]

CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
46-592,13/01/00 06:04:47,https://twitter.com/dreamy_eyes0/status/731589908968574976,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@dreamy_eyes0,Kalene,i hate people,Anonymous,10-Sep,1269,123,Philippines,"1968 Ninoy organized mnlf & npa in collab w malaysia. 1972 congress approved martial law. 1972 ninoy, sison wr arrested. 1977 ninoy convictd",,Text,15/05/16 05:00,,Rational,0,0,0,0,,,"News Galore wrongly linked Ninoy once again to the CPP-NPA in another claim, saying he talked to Malaysia to ask support for the rebels. According to former Foreign Affairs national territory division chief Hermes Dorado, the meeting had actually been for a Marcos ouster. 
[https://verafiles.org/articles/vera-files-fact-check-online-post-rewrites-and-distorts-aqui]

While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
46-593,14/01/00 06:04:47,https://twitter.com/AldreanNavarro/status/729985005946961920,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@AldreanNavarro,drean,,Anonymous,14-Jul,317,539,Birmingham,"Si ninoy ay commander daty ng NPA. Codename: Commander ""Dante""",,Text,5/10/16 18:42,,Rational,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Blank Bio,,,,,,,Noble-Reindeer,Incorrect format,"Timestamp:
minor error: year is missing and was set to ""00""

Date Posted:
date should be before month (""10/05/16"" instead of ""05/10/16"")

Account Type:
similar to previous entries, handle looks like a traceable name, but display name doesn't reflect that so seems okay"
46-594,15/01/00 06:04:47,https://twitter.com/senall83/status/729012814237581313,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@senall83,🇵🇭 Cryptötskie 🇵🇭,"🤗CryptoCurrency🤗
$BTC $ADA $BNB $VET $ONE $FTM $MATIC $BAT $THETA $HBAR $XLM $XRP $DGB $BTTC $CKB $HOT $DAR $GMM $SHIB $Hi $Pi $NEAR $BRISE $SUPS $SWEAT",Anonymous,12-Jan,1222,105,,"FYI lang Ms. Reporter, it was Ninoy Aquino, an NPA Commander & the father of our Dictator President PNoy Aquino... http://fb.me/3FvnCL3z0",,"Text, URL",5/8/16 2:19,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Broken link to URL (Facebook post of Russel V. Llanes that is deleted/deactivated)
Blank Location",,,,,,,Noble-Reindeer,Incorrect format,"Timestamp:
minor error: year is missing and was set to ""00""

Date Posted:
date should be before month (""08/05/16"" instead of ""05/08/16"")"
46-595,16/01/00 06:04:47,https://twitter.com/jamesparmis/status/711423454977765377,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@jamesparmis,"Jaime II Parmis, PMP®",PMP® Certified • Data Analyst Certified • Data Scientist Certified • IT Support Certified • Cybersecurity Analyst Certified • Social Media Certified,Identified,8-Apr,711,1044,United Arab Emirates,"PAGBABALIK ALAALA: Si Ninoy ang itinurong mastermind sa bomba ng Plaza Miranda na nangyari sa AUGUST 21, 1971.... http://fb.me/5yN7OvfsU",,"Text, URL",20/03/16 13:25,,Rational,0,0,0,0,,,"Aquino was not present at the event as he was allegedly at a birthday party with Sen. Doy Laurel and his family in a nearby restaurant. But there’s no concrete evidence proving that his absence meant he was among those who planned the violent attack. Until now, without any substantial basis, claims that Aquino was one of the plotters are merely unfounded rumors and not a historical fact. He was never linked to any concrete evidence or definite report or tagged by a witness. 
[https://factsfirstph-partners.rappler.com/4127/fact-check-jay-sonza-claims-ninoy-aquino-mastermind-plaza-miranda-bombing/]",Broken link to URL,,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
